Column1,Positive_Reviews,Negative_Reviews
2927,"Avoid staying here. Decaying hotel , old run down. basic room poor wifi connection . provide two 350ml bottles room charge exorbitantly water. Location good everything else pretty low standard .",null
2928,"compound abit old room rundown. Cleanliness poor. Human hairs , toilet rusty, stained sandy..Aduiiii !! scary parts. night stay creepy night due sight unexpecting. know describe maybe imagination. yes fuhhhhhh. Accidentally took selfie garden around 11pm caught unexpecting object inside selfie.. wooooow goosebumps move there. best part stay , really touched one concierge. serve us sincere passion. MR ADLI good person, good communication skills kind. management hotel please take good care potential staff (MR ADLI). believe bring hotel image better level.",null
2929,"stay one nite hotel trip Pulau Redang. old hotel believe refurbished recently. Hence, hotel pretty good condition looks nice including rooms. number not-so-good comments hotel: - check-in check-out processes quite cumbersome. took way long check-in get us rooms booked months ago. check-out, somehow credit card line something working tried use card. - towels available room first checked room. wait housekeeping able provide towels. - room rooms row ours, suffered blackouts stay. Everytime happened, take 5 10 min get back electricity supply room. above, donÃÂt issues hotel. still probably best hotel Kuala Terengganu points highlighted happening hotel Primula.",null
2930,"room 8th floor clean, comfortable aircon cool enough good night sleep. swimming pool small suitable children. Staff friendly breakfast good. gym needs refurbished beach front litter collected daily.",null
2931,"Reading previous reviews says ratings give credit dedicated staff tired old poorly maintained hotel facility little competition good location. needs total renovation. Food good room service breakfast, staff friendly. Rooms noisy non smoking floors smokers. Cleaning old hotel difficult. clean.",null
2934,"arrival departure family me...the service rendered excellent! Hamadi operation manager ensured requested considering parents wheelchairs. rooms beautiful sea view beautiful beaches along Batu Burok. Next Kamal, F&B manager assisting accommodating requests every time restaurant despite full house 3 nights stay. forgetting Concierge staff named Nuar assisted sister law carrying purchases busy hour Pasar Payang never expected. staff experienced truly Asset Primula walked extra mile make stay hotel memorable one. deny part hotel need refurbishment quality service rendered & whole family, mada us feel comfortable.",null
2935,"hotel definitely needs refurbishing. Stayed 3 nites. Room basic amenities. Staff friendly helpful. fancy hotel food, there's A&W 5 min foot, KTCC Mall 10 min drive beach food stalls. catch sunrise either room walk beach",null
2937,rotting furniture.. rusty bathroom.. rusty windows.. fear bed may break anytime it.. get good nite rest?? even though got cheap rooms.. coz didnt expect bad.. decent pic show,null
2938,hotel always full peak season despite old premise - dont think rooms refurbished. Arrived late evening weekend. Parking full due wedding function. Thankfully special parking lots check-in hotel guards friendly helpful. Breakfast spread OK.,null
2939,"Good hotel stay. like view beautiful. Good pool near beach. Located town, easier go anywhere. problem aircond night change room ASAP.",null
2940,Primula Beach Hotel good hotel easy convenient access Pantai Batu Burok. Pro: - near Pantai Batu Burok - lot Parking Space - Comfortable Check Check Services/Process Cons: - Furniture room stayed quite old - Old type bed comforter. - Old Skool Televisyen (the big one LED/LCD) - Many type old things la Conclusion - thing great hotel NEAR Pantai Batu Burok. it.,null
2941,"(together hsbnd lil daughter Ayra) conference called AnDiC. booked room thru Booking.com. location hotel super awesome, sea. room us spacious got sea view room breezy nice. conference room nice comfortable too. food served refreshments also delicious. well breakfast spread. local cuisine Terengganu's famous nasi dagang, locals kuih served. delicious too!",null
2942,"every time one visits KT, Primula hotel choice.Due time, needed refurbished checked in, found hotel conducive. like thick, soft towels, room balcony gaze beautiful beach. Decided take walk evening, really enjoyed breeze family-filled beach kites sold petty traders plied trade. Made U turn AnW helped cut guava slices sauntered back hotel. Primula always good place stay owing beach could British guy Mat Dan chose return England made Terengganu home idyllic tranquil, unlike rat race KL drives everyone around like rodents themselves.",null
2944,"stayed 4-5 stars hotel before.. almost room rate Primula Hotel. service meet expectation; face towel Damaged power socket, requested bother fix enough complimentary drinking water.. 2 bottles x 350ml.. many more..",null
2946,Hotel location strategic within town beside beach. near new Kuala Terengganu Drawbridge. Hotel room comfort bit old style. Overall hotel environment need refurbished create cheerful.,null
2947,"Stayed night Primula Beach hotel family think place great family vacation. Huge swimming pool baby boy enjoyed much. Hotel also near Batu Burok beach. room huge bit dated. balcony beach view bad. receive discount voucher used hotel restaurants. tried Lempeng Nyior bistro really good. Breakfast spread includes nasi dagang , nasi lemak pastry varieties, cereals, salads etc. negative wait quite time bellboy came help luggages. that, itÃÂs okay stay .",null
2948,Primula used best hotel Terengganu... needs upgrade especially garden wing.. plus point location beach rate cheap minus point furnitured old n worn toilet clean upon check bed hard,null
2949,2 nd visit Hotel near Pantai Batu burok beach .The price booked reasonable one night Room -Super big balcony facing beach view toilet huge clean variety TV channel easy access Free Internet.BUT BATHROOM WITHOUT BATHMAT Reception - Warm welcome smiling ladies check 1030 Pm quick register handover key even im really tired already Lobby- Amazing decoration Terengganu symbol like Turtle traditional house Bellboy - start drop luggage item floor approach us Getting assistant refused since take ourself best resort Terengganu strategy place near Town Pantai batu burok .Really recommend every tourist local people place stayed enjoy best relaxing sunrise sunset moments see balcony booked room seaview,null
